,addedOn,userId,amount,merchantId,vaultAction,vaultType
1242,11/26/2014 19:12,23116067642345,20,1031nan2331,rewardcashback,1
1243,2/7/2015 9:08,23116067642345,20,10314761841,usecashback,1
1244,3/21/2015 11:03,23116067642345,1,10314839932,givecashback,1
1245,11/26/2014 18:33,23116067742345,20,1031nan2331,rewardcashback,1
1246,2/27/2015 20:49,23116067802345,72.25,1031nan2331,rewardcashback,1
1247,11/26/2014 18:33,23116067822345,20,1031nan2331,rewardcashback,1
1248,11/26/2014 17:22,23116067842345,20,1031nan2331,rewardcashback,1
1249,11/28/2014 19:20,23116067842345,19.2,10314761837,usecashback,1
1250,12/17/2014 19:42,23116067842345,0.8,10314896360,usecashback,1
1251,1/21/2015 11:48,23116067842345,0.8,10314896360,refundcashback,1
1252,11/26/2014 18:33,23116067882345,20,1031nan2331,rewardcashback,1
1253,11/26/2014 18:33,23116067982345,20,1031nan2331,rewardcashback,1
1254,11/26/2014 18:33,23116068042345,20,1031nan2331,rewardcashback,1
1255,11/26/2014 18:33,23116068062345,20,1031nan2331,rewardcashback,1
1256,11/26/2014 18:33,23116068102345,20,1031nan2331,rewardcashback,1
1257,11/26/2014 18:33,23116068122345,20,1031nan2331,rewardcashback,1
1258,11/26/2014 18:33,23116068242345,20,1031nan2331,rewardcashback,1
1259,11/28/2014 22:14,23116068242345,20,10314761829,usecashback,1
1260,11/26/2014 18:33,23116068262345,20,1031nan2331,rewardcashback,1
1261,11/26/2014 18:33,23116068282345,20,1031nan2331,rewardcashback,1
1262,11/26/2014 18:33,23116068382345,20,1031nan2331,rewardcashback,1
1263,11/26/2014 19:00,23116068422345,20,1031nan2331,rewardcashback,1
1264,11/26/2014 19:53,23116068422345,20,1031nan2331,rewardcashback,1
1265,12/31/2014 14:52,23116068422345,40,10314761837,usecashback,1
1266,11/26/2014 18:33,23116068442345,20,1031nan2331,rewardcashback,1
1267,11/26/2014 18:33,23116068502345,20,1031nan2331,rewardcashback,1
1268,11/26/2014 18:44,23116068602345,20,1031nan2331,rewardcashback,1
1269,11/26/2014 19:08,23116068622345,20,1031nan2331,rewardcashback,1
1270,9/9/2014 17:31,23116068802345,50,1031nan2331,rewardcashback,1
1271,9/9/2014 17:38,23116068802345,50,1031nan2331,rewardcashback,1
1272,9/9/2014 17:44,23116068802345,50,1031nan2331,rewardcashback,1
1273,9/9/2014 18:01,23116068802345,50,1031nan2331,rewardcashback,1
1274,9/9/2014 18:01,23116068802345,50,1031nan2331,rewardcashback,1
1275,9/9/2014 18:04,23116068802345,250,10314824738,usecashback,1
1276,9/9/2014 18:06,23116068802345,50,1031nan2331,rewardcashback,1
1277,1/3/2015 15:13,23116068802345,50,10314761837,usecashback,1
1278,11/26/2014 18:33,23116068822345,20,1031nan2331,rewardcashback,1
1279,11/26/2014 18:33,23116068962345,20,1031nan2331,rewardcashback,1
1280,11/26/2014 16:39,23116069042345,20,1031nan2331,rewardcashback,1
1281,11/26/2014 18:31,23116069102345,20,1031nan2331,rewardcashback,1
1282,11/26/2014 18:33,23116069142345,20,1031nan2331,rewardcashback,1
1283,11/26/2014 18:33,23116069282345,20,1031nan2331,rewardcashback,1
1284,1/29/2015 23:56,23116069282345,20,10314761795,usecashback,1
1285,11/26/2014 18:33,23116069302345,20,1031nan2331,rewardcashback,1
1286,12/27/2014 10:00,23116069302345,20,10314761891,usecashback,1
1287,11/26/2014 18:36,23116069342345,20,1031nan2331,rewardcashback,1
1288,11/26/2014 18:33,23116069362345,20,1031nan2331,rewardcashback,1
1289,11/26/2014 18:33,23116069502345,20,1031nan2331,rewardcashback,1
1290,11/26/2014 18:33,23116069522345,20,1031nan2331,rewardcashback,1
1291,11/26/2014 18:33,23116069542345,20,1031nan2331,rewardcashback,1
1292,11/28/2014 17:54,23116069542345,20,10314919306,usecashback,1
1293,11/26/2014 16:19,23116069582345,20,1031nan2331,rewardcashback,1
1294,11/26/2014 18:39,23116069602345,20,1031nan2331,rewardcashback,1
1295,11/26/2014 18:33,23116069742345,20,1031nan2331,rewardcashback,1
1296,11/26/2014 15:30,23116069842345,20,1031nan2331,rewardcashback,1
1297,1/10/2015 12:44,23116069842345,20,10314761829,usecashback,1
1298,11/26/2014 18:33,23116069922345,20,1031nan2331,rewardcashback,1
1299,11/26/2014 18:33,23116069942345,20,1031nan2331,rewardcashback,1
1300,11/26/2014 19:57,23116069962345,20,1031nan2331,rewardcashback,1
1301,3/6/2015 20:43,23116069962345,20,10314979342,usecashback,1
1302,11/26/2014 18:33,23116070002345,20,1031nan2331,rewardcashback,1
1303,11/26/2014 15:50,23116070122345,20,1031nan2331,rewardcashback,1
1304,11/26/2014 18:33,23116070162345,20,1031nan2331,rewardcashback,1
1305,11/26/2014 18:34,23116070202345,20,1031nan2331,rewardcashback,1
1306,11/26/2014 18:34,23116070382345,20,1031nan2331,rewardcashback,1
1307,11/28/2014 17:22,23116070382345,20,10314761913,usecashback,1
1308,1/15/2015 20:08,23116070382345,110.66,10314761891,refundtopupwallet,2
1309,1/24/2015 13:41,23116070382345,110.66,10314761841,usewallet,2
1310,2/4/2015 14:07,23116070382345,99,10314896360,refundtopupwallet,2
1311,11/26/2014 18:34,23116070462345,20,1031nan2331,rewardcashback,1
1312,11/26/2014 18:34,23116070482345,20,1031nan2331,rewardcashback,1
1313,12/13/2014 11:30,23116070482345,20,10314761841,usecashback,1
1314,11/26/2014 18:34,23116070582345,20,1031nan2331,rewardcashback,1
1315,11/26/2014 18:34,23116070622345,20,1031nan2331,rewardcashback,1
1316,11/26/2014 19:23,23116070762345,20,1031nan2331,rewardcashback,1
1317,11/26/2014 18:34,23116070902345,20,1031nan2331,rewardcashback,1
1318,11/26/2014 17:51,23116070962345,20,1031nan2331,rewardcashback,1
1319,3/21/2015 15:45,23116070962345,20,10314761837,usecashback,1
1320,11/26/2014 18:34,23116071202345,20,1031nan2331,rewardcashback,1
1321,11/26/2014 18:34,23116071242345,20,1031nan2331,rewardcashback,1
1322,11/26/2014 18:34,23116071322345,20,1031nan2331,rewardcashback,1
1323,11/26/2014 18:34,23116071622345,20,1031nan2331,rewardcashback,1
1324,11/26/2014 18:34,23116071662345,20,1031nan2331,rewardcashback,1
1325,11/26/2014 18:31,23116071682345,20,1031nan2331,rewardcashback,1
1326,1/4/2015 20:26,23116071682345,20,10314761837,usecashback,1
1327,11/26/2014 16:38,23116071702345,20,1031nan2331,rewardcashback,1
1328,11/26/2014 18:34,23116071942345,20,1031nan2331,rewardcashback,1
1329,11/26/2014 18:34,23116071962345,20,1031nan2331,rewardcashback,1
1330,11/26/2014 18:34,23116072002345,20,1031nan2331,rewardcashback,1
1331,11/26/2014 18:37,23116072042345,20,1031nan2331,rewardcashback,1
1332,12/1/2014 16:40,23116072042345,20,10314761837,usecashback,1
1333,11/26/2014 18:34,23116072102345,20,1031nan2331,rewardcashback,1
1334,11/26/2014 18:34,23116072122345,20,1031nan2331,rewardcashback,1
1335,11/26/2014 18:41,23116072162345,20,1031nan2331,rewardcashback,1
1336,11/26/2014 18:34,23116072182345,20,1031nan2331,rewardcashback,1
1337,11/26/2014 16:27,23116072402345,20,1031nan2331,rewardcashback,1
1338,11/26/2014 18:34,23116072422345,20,1031nan2331,rewardcashback,1
1339,11/26/2014 20:03,23116072542345,20,1031nan2331,rewardcashback,1
1340,11/26/2014 14:47,23116072602345,20,1031nan2331,rewardcashback,1
1341,12/11/2014 18:44,23116072602345,20,10314939860,usecashback,1
1342,3/13/2015 0:25,23116072602345,50,1031nan2331,rewardcashback,1
1343,3/27/2015 14:26,23116072602345,50,10314761891,usecashback,1
1344,11/26/2014 18:34,23116072722345,20,1031nan2331,rewardcashback,1
1345,11/26/2014 18:34,23116072782345,20,1031nan2331,rewardcashback,1
1346,11/26/2014 18:34,23116072802345,20,1031nan2331,rewardcashback,1
1347,11/26/2014 15:22,23116072822345,20,1031nan2331,rewardcashback,1
1348,11/26/2014 18:34,23116072902345,20,1031nan2331,rewardcashback,1
1349,11/26/2014 18:34,23116072942345,20,1031nan2331,rewardcashback,1
1350,11/26/2014 18:34,23116073042345,20,1031nan2331,rewardcashback,1
1351,1/2/2015 19:59,23116073102345,50,1031nan2331,rewardcashback,1
1352,11/26/2014 18:34,23116073342345,20,1031nan2331,rewardcashback,1
1353,11/26/2014 18:34,23116073382345,20,1031nan2331,rewardcashback,1
1354,11/26/2014 18:34,23116073422345,20,1031nan2331,rewardcashback,1
1355,11/26/2014 18:34,23116073742345,20,1031nan2331,rewardcashback,1
1356,11/26/2014 18:34,23116073762345,20,1031nan2331,rewardcashback,1
1357,11/26/2014 18:34,23116073942345,20,1031nan2331,rewardcashback,1
1358,8/11/2014 13:52,23116074082345,15,1031nan2331,rewardcashback,1
1359,8/11/2014 13:53,23116074082345,7.5,1031nan2331,rewardcashback,1
1360,8/14/2014 22:30,23116074082345,22.5,10314761837,usecashback,1
1361,11/26/2014 18:34,23116074222345,20,1031nan2331,rewardcashback,1
1362,1/2/2015 22:24,23116074222345,20,10314887510,usecashback,1
1363,1/23/2015 16:05,23116074222345,8.77,1031nan2331,rewardcashback,1
1364,11/26/2014 18:34,23116074262345,20,1031nan2331,rewardcashback,1
1365,11/26/2014 15:50,23116074402345,20,1031nan2331,rewardcashback,1
1366,11/26/2014 18:34,23116074662345,20,1031nan2331,rewardcashback,1
1367,11/26/2014 19:07,23116074902345,20,1031nan2331,rewardcashback,1
1368,11/28/2014 1:46,23116074902345,19.2,10314761837,usecashback,1
1369,1/6/2015 20:39,23116074902345,0.8,10314761837,usecashback,1
1370,11/26/2014 15:27,23116074942345,20,1031nan2331,rewardcashback,1
1371,11/26/2014 18:34,23116075022345,20,1031nan2331,rewardcashback,1
1372,11/26/2014 18:34,23116075102345,20,1031nan2331,rewardcashback,1
1373,11/26/2014 18:34,23116075122345,20,1031nan2331,rewardcashback,1
1374,11/26/2014 18:34,23116075162345,20,1031nan2331,rewardcashback,1
1375,11/26/2014 18:34,23116075302345,20,1031nan2331,rewardcashback,1
1376,11/26/2014 18:34,23116075382345,20,1031nan2331,rewardcashback,1
1377,11/26/2014 18:34,23116075402345,20,1031nan2331,rewardcashback,1
1378,11/26/2014 18:34,23116075462345,20,1031nan2331,rewardcashback,1
1379,11/26/2014 18:34,23116075522345,20,1031nan2331,rewardcashback,1
1380,11/26/2014 19:37,23116075762345,20,1031nan2331,rewardcashback,1
1381,12/12/2014 12:12,23116075762345,20,10314919306,usecashback,1
1382,12/12/2014 12:20,23116075762345,20,10314919306,usecashback,1
1383,11/26/2014 18:34,23116075822345,20,1031nan2331,rewardcashback,1
1384,11/26/2014 18:34,23116075882345,20,1031nan2331,rewardcashback,1
1385,11/26/2014 15:09,23116075982345,20,1031nan2331,rewardcashback,1
1386,12/24/2014 19:17,23116075982345,20,10314896360,usecashback,1
1387,11/26/2014 18:34,23116076102345,20,1031nan2331,rewardcashback,1
1388,11/26/2014 18:34,23116076362345,20,1031nan2331,rewardcashback,1
1389,11/26/2014 18:34,23116076402345,20,1031nan2331,rewardcashback,1
1390,11/26/2014 18:34,23116076442345,20,1031nan2331,rewardcashback,1
1391,11/26/2014 18:34,23116076462345,20,1031nan2331,rewardcashback,1
1392,11/26/2014 18:34,23116076542345,20,1031nan2331,rewardcashback,1
1393,11/26/2014 18:34,23116076762345,20,1031nan2331,rewardcashback,1
1394,11/26/2014 15:56,23116076782345,20,1031nan2331,rewardcashback,1
1395,2/2/2015 14:55,23116076782345,20,10314761891,usecashback,1
1396,11/26/2014 18:34,23116076942345,20,1031nan2331,rewardcashback,1
1397,11/26/2014 18:34,23116077042345,20,1031nan2331,rewardcashback,1
1398,11/26/2014 18:34,23116077062345,20,1031nan2331,rewardcashback,1
1399,11/26/2014 18:34,23116077142345,20,1031nan2331,rewardcashback,1
1400,11/26/2014 18:35,23116077242345,20,1031nan2331,rewardcashback,1
1401,11/26/2014 18:27,23116077362345,20,1031nan2331,rewardcashback,1
1402,11/26/2014 18:34,23116077422345,20,1031nan2331,rewardcashback,1
1403,12/25/2014 20:52,23116077422345,20,10314761891,usecashback,1
1404,11/26/2014 18:34,23116077522345,20,1031nan2331,rewardcashback,1
1405,11/26/2014 14:28,23116077562345,20,1031nan2331,rewardcashback,1
1406,11/26/2014 18:44,23116077582345,20,1031nan2331,rewardcashback,1
1407,12/2/2014 13:22,23116077582345,8.82,10314881720,usecashback,1
1408,12/2/2014 16:54,23116077582345,8.82,10314881720,refundcashback,1
1409,11/26/2014 18:34,23116077602345,20,1031nan2331,rewardcashback,1
1410,11/26/2014 17:08,23116077642345,20,1031nan2331,rewardcashback,1
1411,3/17/2015 8:33,23116077642345,20,10314761837,usecashback,1
1412,11/26/2014 18:34,23116077662345,20,1031nan2331,rewardcashback,1
1413,11/26/2014 16:26,23116077942345,20,1031nan2331,rewardcashback,1
1414,12/3/2014 22:17,23116077942345,20,10314896360,usecashback,1
1415,1/9/2015 17:14,23116077942345,50,1031nan2331,rewardcashback,1
1416,1/13/2015 23:01,23116077942345,50,10314896360,usecashback,1
1417,11/26/2014 18:34,23116077962345,20,1031nan2331,rewardcashback,1
1418,11/26/2014 18:34,23116077982345,20,1031nan2331,rewardcashback,1
1419,11/26/2014 18:40,23116078002345,20,1031nan2331,rewardcashback,1
1420,11/26/2014 18:35,23116078042345,20,1031nan2331,rewardcashback,1
1421,11/26/2014 18:34,23116078102345,20,1031nan2331,rewardcashback,1
1422,11/26/2014 18:34,23116078162345,20,1031nan2331,rewardcashback,1
1423,11/26/2014 18:34,23116078182345,20,1031nan2331,rewardcashback,1
1424,11/26/2014 18:35,23116078242345,20,1031nan2331,rewardcashback,1
1425,11/26/2014 16:01,23116078302345,20,1031nan2331,rewardcashback,1
1426,11/26/2014 18:34,23116078342345,20,1031nan2331,rewardcashback,1
1427,3/18/2015 17:33,23116078422345,1,10314839932,givecashback,1
1428,11/26/2014 18:35,23116078442345,20,1031nan2331,rewardcashback,1
1429,11/26/2014 18:35,23116078522345,20,1031nan2331,rewardcashback,1
1430,11/26/2014 18:35,23116078562345,20,1031nan2331,rewardcashback,1
1431,11/26/2014 18:35,23116078642345,20,1031nan2331,rewardcashback,1
1432,11/26/2014 18:35,23116078662345,20,1031nan2331,rewardcashback,1
1433,11/26/2014 14:25,23116078802345,20,1031nan2331,rewardcashback,1
1434,3/17/2015 13:47,23116078802345,20,10314761837,usecashback,1
1435,11/26/2014 18:35,23116078882345,20,1031nan2331,rewardcashback,1
1436,11/26/2014 18:35,23116078902345,20,1031nan2331,rewardcashback,1
1437,11/26/2014 18:35,23116078922345,20,1031nan2331,rewardcashback,1
1438,11/26/2014 18:35,23116078942345,20,1031nan2331,rewardcashback,1
1439,11/26/2014 18:35,23116079002345,20,1031nan2331,rewardcashback,1
1440,11/26/2014 18:37,23116079062345,20,1031nan2331,rewardcashback,1
1441,11/26/2014 15:58,23116079082345,20,1031nan2331,rewardcashback,1
1442,1/17/2015 22:08,23116079082345,20,10314761913,usecashback,1
1443,11/26/2014 18:35,23116079142345,20,1031nan2331,rewardcashback,1
1444,11/26/2014 18:47,23116079182345,20,1031nan2331,rewardcashback,1
1445,11/26/2014 18:35,23116079222345,20,1031nan2331,rewardcashback,1
1446,11/26/2014 19:27,23116079302345,20,1031nan2331,rewardcashback,1
1447,11/26/2014 18:35,23116079422345,20,1031nan2331,rewardcashback,1
1448,11/26/2014 18:35,23116079582345,20,1031nan2331,rewardcashback,1
1449,11/26/2014 18:35,23116079762345,20,1031nan2331,rewardcashback,1
1450,11/26/2014 19:07,23116079782345,20,1031nan2331,rewardcashback,1
1451,12/6/2014 20:10,23116079782345,20,10314759889,usecashback,1
1452,1/13/2015 14:47,23116079782345,50,1031nan2331,rewardcashback,1
1453,1/13/2015 14:51,23116079782345,50,1031nan2331,rewardcashback,1
1454,1/13/2015 14:55,23116079782345,50,1031nan2331,rewardcashback,1
1455,1/13/2015 14:59,23116079782345,50,1031nan2331,rewardcashback,1
1456,1/13/2015 15:30,23116079782345,50,1031nan2331,rewardcashback,1
1457,1/13/2015 15:50,23116079782345,245,10314956506,usecashback,1
1458,1/19/2015 21:01,23116079782345,5,10314759889,usecashback,1
1459,2/23/2015 21:25,23116079782345,50,1031nan2331,rewardcashback,1
1460,3/15/2015 17:33,23116079782345,50,10314761811,usecashback,1
1461,11/26/2014 16:19,23116079942345,20,1031nan2331,rewardcashback,1
1462,11/26/2014 18:35,23116079982345,20,1031nan2331,rewardcashback,1
1463,11/26/2014 19:03,23116080042345,20,1031nan2331,rewardcashback,1
1464,3/5/2015 0:12,23116080042345,20,10314761841,usecashback,1
1465,11/26/2014 18:18,23116080082345,20,1031nan2331,rewardcashback,1
1466,1/14/2015 18:50,23116080082345,20,10314761811,usecashback,1
1467,11/26/2014 18:35,23116080162345,20,1031nan2331,rewardcashback,1
1468,3/8/2015 11:19,23116080162345,20,10314896360,usecashback,1
1469,11/26/2014 18:35,23116080242345,20,1031nan2331,rewardcashback,1
1470,11/26/2014 18:35,23116080322345,20,1031nan2331,rewardcashback,1
1471,11/26/2014 18:40,23116080382345,20,1031nan2331,rewardcashback,1
1472,11/26/2014 18:35,23116080462345,20,1031nan2331,rewardcashback,1
1473,11/26/2014 19:15,23116080502345,20,1031nan2331,rewardcashback,1
1474,11/27/2014 13:20,23116080742345,20,1031nan2331,rewardcashback,1
1475,11/26/2014 18:35,23116080782345,20,1031nan2331,rewardcashback,1
1476,11/26/2014 18:35,23116080862345,20,1031nan2331,rewardcashback,1
1477,11/26/2014 18:35,23116081122345,20,1031nan2331,rewardcashback,1
1478,11/26/2014 18:35,23116081202345,20,1031nan2331,rewardcashback,1
1479,11/26/2014 19:16,23116081262345,20,1031nan2331,rewardcashback,1
1480,11/26/2014 20:04,23116081262345,20,1031nan2331,rewardcashback,1
1481,11/27/2014 13:20,23116081262345,20,1031nan2331,rewardcashback,1
1482,11/26/2014 18:35,23116081282345,20,1031nan2331,rewardcashback,1
1483,11/26/2014 18:35,23116081322345,20,1031nan2331,rewardcashback,1
1484,11/26/2014 18:35,23116081342345,20,1031nan2331,rewardcashback,1
1485,11/26/2014 18:35,23116081402345,20,1031nan2331,rewardcashback,1
1486,11/26/2014 18:35,23116081562345,20,1031nan2331,rewardcashback,1
1487,11/26/2014 18:35,23116081762345,20,1031nan2331,rewardcashback,1
1488,11/26/2014 18:42,23116081782345,20,1031nan2331,rewardcashback,1
1489,12/10/2014 2:45,23116081782345,20,10314901014,usecashback,1
1490,11/26/2014 18:35,23116081802345,20,1031nan2331,rewardcashback,1
1491,11/26/2014 18:35,23116081822345,20,1031nan2331,rewardcashback,1
1492,11/26/2014 18:35,23116081922345,20,1031nan2331,rewardcashback,1
1493,11/26/2014 18:35,23116081962345,20,1031nan2331,rewardcashback,1
1494,11/26/2014 20:22,23116081982345,20,1031nan2331,rewardcashback,1
1495,11/26/2014 18:35,23116082002345,20,1031nan2331,rewardcashback,1
1496,12/26/2014 21:06,23116082002345,20,10314943292,usecashback,1
1497,11/26/2014 16:01,23116082362345,20,1031nan2331,rewardcashback,1
1498,12/11/2014 11:05,23116082362345,20,10314919306,usecashback,1
1499,12/12/2014 3:11,23116082362345,20,10314901014,usecashback,1
1500,11/26/2014 18:35,23116082502345,20,1031nan2331,rewardcashback,1
1501,8/11/2014 13:44,23116082602345,1.47,1031nan2331,rewardcashback,1
1502,8/11/2014 13:44,23116082602345,1.47,1031nan2331,rewardcashback,1
1503,8/28/2014 22:31,23116082602345,2.94,10314761837,usecashback,1
1504,11/26/2014 18:35,23116082642345,20,1031nan2331,rewardcashback,1
1505,11/26/2014 18:35,23116082722345,20,1031nan2331,rewardcashback,1
1506,12/15/2014 20:06,23116082722345,20,10314761811,usecashback,1
1507,8/23/2014 2:06,23116082802345,50,1031nan2331,rewardcashback,1
1508,9/1/2014 0:31,23116082802345,50,10314761837,usecashback,1
1509,9/5/2014 20:50,23116082802345,50,1031nan2331,rewardcashback,1
1510,9/9/2014 0:22,23116082802345,50,10314839932,usecashback,1
1511,10/19/2014 0:16,23116082802345,50,1031nan2331,rewardcashback,1
1512,10/24/2014 22:32,23116082802345,50,1031nan2331,rewardcashback,1
1513,11/10/2014 0:00,23116082802345,8.64,10314761841,usecashback,1
1514,11/29/2014 23:54,23116082802345,15.17,10314761891,usecashback,1
1515,12/13/2014 23:54,23116082802345,50,1031nan2331,rewardcashback,1
1516,12/20/2014 14:45,23116082802345,99,10314896360,usecashback,1
1517,12/31/2014 18:33,23116082802345,8.55,10314761841,usecashback,1
1518,1/3/2015 20:21,23116082802345,18.64,10314761891,usecashback,1
1519,1/11/2015 18:51,23116082802345,50,1031nan2331,rewardcashback,1
1520,3/1/2015 12:45,23116082802345,50,10314896360,usecashback,1
1521,3/14/2015 20:06,23116082802345,50,1031nan2331,rewardcashback,1
1522,3/14/2015 20:13,23116082802345,50,10314761891,usecashback,1
1523,11/26/2014 18:35,23116082862345,20,1031nan2331,rewardcashback,1
1524,11/26/2014 18:35,23116082922345,20,1031nan2331,rewardcashback,1
1525,11/26/2014 18:35,23116082982345,20,1031nan2331,rewardcashback,1
1526,11/26/2014 18:35,23116083062345,20,1031nan2331,rewardcashback,1
1527,11/26/2014 18:40,23116083222345,20,1031nan2331,rewardcashback,1
1528,11/26/2014 18:35,23116083282345,20,1031nan2331,rewardcashback,1
1529,11/26/2014 18:35,23116083442345,20,1031nan2331,rewardcashback,1
1530,12/25/2014 6:36,23116083442345,20,10314761891,usecashback,1
1531,11/26/2014 18:35,23116083482345,20,1031nan2331,rewardcashback,1
1532,11/26/2014 18:35,23116083562345,20,1031nan2331,rewardcashback,1
1533,11/26/2014 18:35,23116083702345,20,1031nan2331,rewardcashback,1
1534,11/26/2014 18:38,23116083762345,20,1031nan2331,rewardcashback,1
1535,11/26/2014 20:06,23116083802345,20,1031nan2331,rewardcashback,1
1536,11/26/2014 16:31,23116083942345,20,1031nan2331,rewardcashback,1
1537,11/26/2014 18:35,23116084062345,20,1031nan2331,rewardcashback,1
1538,9/19/2014 10:06,23116084142345,50,1031nan2331,rewardcashback,1
1539,9/28/2014 1:20,23116084142345,50,10314901014,usecashback,1
1540,10/10/2014 17:18,23116084142345,50,10314896360,usecashback,1
1541,10/10/2014 17:20,23116084142345,50,10314896360,usecashback,1
1542,10/10/2014 21:21,23116084142345,50,10314896360,usecashback,1
1543,10/14/2014 21:41,23116084142345,50,10314761841,usecashback,1
1544,10/16/2014 15:17,23116084142345,50,10314896360,usecashback,1
1545,11/26/2014 18:35,23116084162345,20,1031nan2331,rewardcashback,1
1546,11/26/2014 18:35,23116084182345,20,1031nan2331,rewardcashback,1
1547,11/26/2014 18:35,23116084242345,20,1031nan2331,rewardcashback,1
1548,1/12/2015 7:56,23116084242345,20,10314761837,usecashback,1
1549,11/26/2014 16:42,23116084382345,20,1031nan2331,rewardcashback,1
1550,12/31/2014 15:44,23116084382345,20,10314761837,usecashback,1
1551,11/26/2014 18:35,23116084402345,20,1031nan2331,rewardcashback,1
1552,3/1/2015 11:40,23116084402345,20,10314761841,usecashback,1
1553,3/3/2015 15:11,23116084402345,20,10314761841,refundcashback,1
1554,11/26/2014 18:35,23116084522345,20,1031nan2331,rewardcashback,1
1555,11/26/2014 18:35,23116084562345,20,1031nan2331,rewardcashback,1
1556,11/26/2014 18:35,23116084582345,20,1031nan2331,rewardcashback,1
1557,11/26/2014 18:35,23116084602345,20,1031nan2331,rewardcashback,1
1558,11/26/2014 18:35,23116084662345,20,1031nan2331,rewardcashback,1
1559,11/26/2014 18:35,23116084702345,20,1031nan2331,rewardcashback,1
1560,11/26/2014 18:35,23116084762345,20,1031nan2331,rewardcashback,1
1561,11/26/2014 19:10,23116084782345,20,1031nan2331,rewardcashback,1
1562,1/4/2015 14:54,23116084782345,20,10314761891,usecashback,1
1563,11/26/2014 18:35,23116084842345,20,1031nan2331,rewardcashback,1
1564,11/26/2014 18:35,23116084862345,20,1031nan2331,rewardcashback,1
1565,2/3/2015 6:56,23116084862345,20,10314761891,usecashback,1
1566,11/26/2014 18:35,23116084942345,20,1031nan2331,rewardcashback,1
1567,11/26/2014 18:35,23116085022345,20,1031nan2331,rewardcashback,1
1568,11/26/2014 18:35,23116085182345,20,1031nan2331,rewardcashback,1
1569,11/26/2014 18:35,23116085482345,20,1031nan2331,rewardcashback,1
1570,11/26/2014 19:04,23116085582345,20,1031nan2331,rewardcashback,1
1571,2/24/2015 22:05,23116085582345,20,10314919306,usecashback,1
1572,2/25/2015 7:30,23116085582345,20,10314919306,usecashback,1
1573,11/26/2014 17:47,23116085602345,20,1031nan2331,rewardcashback,1
1574,12/3/2014 15:52,23116085602345,20,10314761913,usecashback,1
1575,11/26/2014 20:30,23116085722345,20,1031nan2331,rewardcashback,1
1576,11/28/2014 15:09,23116085722345,20,10314896360,usecashback,1
1577,12/5/2014 19:24,23116085722345,10,1031nan2331,rewardcashback,1
1578,12/15/2014 12:10,23116085722345,10,10314759649,usecashback,1
1579,2/21/2015 12:18,23116085722345,1,10314761837,refundtopupwallet,2
1580,2/21/2015 12:18,23116085722345,1,10314761837,refundtopupreversewallet,2
1581,11/26/2014 17:03,23116085902345,20,1031nan2331,rewardcashback,1
1582,8/16/2014 8:51,23116085962345,50,1031nan2331,rewardcashback,1
1583,8/26/2014 14:00,23116085962345,50,10314761837,usecashback,1
1584,8/26/2014 21:50,23116085962345,50,10314761837,usecashback,1
1585,11/26/2014 18:35,23116086022345,20,1031nan2331,rewardcashback,1
1586,11/26/2014 17:47,23116086142345,20,1031nan2331,rewardcashback,1
1587,11/26/2014 18:35,23116086182345,20,1031nan2331,rewardcashback,1
1588,11/26/2014 18:36,23116086242345,20,1031nan2331,rewardcashback,1
1589,11/26/2014 18:36,23116086302345,20,1031nan2331,rewardcashback,1
1590,2/1/2015 21:46,23116086302345,20,10314895776,usecashback,1
1591,11/26/2014 18:35,23116086342345,20,1031nan2331,rewardcashback,1
1592,11/26/2014 18:35,23116086462345,20,1031nan2331,rewardcashback,1
1593,11/26/2014 18:35,23116086482345,20,1031nan2331,rewardcashback,1
1594,12/18/2014 15:31,23116086482345,20,10314896360,usecashback,1
1595,11/26/2014 18:35,23116086542345,20,1031nan2331,rewardcashback,1
1596,11/26/2014 18:35,23116086562345,20,1031nan2331,rewardcashback,1
1597,11/26/2014 18:35,23116086662345,20,1031nan2331,rewardcashback,1
1598,11/26/2014 18:36,23116086722345,20,1031nan2331,rewardcashback,1
1599,11/26/2014 18:35,23116086802345,20,1031nan2331,rewardcashback,1
1600,11/26/2014 18:28,23116086842345,20,1031nan2331,rewardcashback,1
1601,2/12/2015 22:06,23116086842345,20,10314761837,usecashback,1
1602,11/26/2014 18:35,23116086862345,20,1031nan2331,rewardcashback,1
1603,11/26/2014 18:35,23116086902345,20,1031nan2331,rewardcashback,1
1604,11/26/2014 18:35,23116086922345,20,1031nan2331,rewardcashback,1
1605,11/26/2014 18:35,23116086942345,20,1031nan2331,rewardcashback,1
1606,11/26/2014 18:35,23116087122345,20,1031nan2331,rewardcashback,1
1607,11/26/2014 18:35,23116087402345,20,1031nan2331,rewardcashback,1
1608,11/26/2014 18:36,23116087422345,20,1031nan2331,rewardcashback,1
1609,11/26/2014 18:36,23116087462345,20,1031nan2331,rewardcashback,1
1610,11/26/2014 18:36,23116087722345,20,1031nan2331,rewardcashback,1
1611,11/26/2014 17:05,23116087782345,20,1031nan2331,rewardcashback,1
1612,11/26/2014 18:36,23116087822345,20,1031nan2331,rewardcashback,1
1613,11/26/2014 20:07,23116087942345,20,1031nan2331,rewardcashback,1
1614,11/27/2014 14:14,23116087942345,20,1031nan2331,rewardcashback,1
1615,11/26/2014 18:36,23116088002345,20,1031nan2331,rewardcashback,1
1616,3/21/2015 17:27,23116088002345,20,10314896360,usecashback,1
