,paymentId,amount,sourceType
25990,5638608,40.0,DISCOUNT
25991,5638608,1960.0,PAYU
25992,5638654,2.5,DISCOUNT
25993,5638654,22.5,PAYU
25994,5638662,20.0,DISCOUNT
25995,5638662,980.0,PAYU
25996,5638690,4.9,DISCOUNT
25997,5638690,44.1,PAYU
25998,5638798,22108.03,PAYU
25999,5638806,4660.0,PAYU
26000,5638812,50.0,DISCOUNT
26001,5638812,43618.0,PAYU
26002,5638882,4.9,DISCOUNT
26003,5638882,44.1,PAYU
26004,5638888,4.9,DISCOUNT
26005,5638888,44.1,PAYU
26006,5638904,2630.0,PAYU
26007,5638950,50.0,DISCOUNT
26008,5638950,920.0,PAYU
26009,5638976,50.0,DISCOUNT
26010,5638976,1035.0,PAYU
26011,5638978,4.9,DISCOUNT
26012,5638978,44.1,PAYU
26013,5639024,50.0,DISCOUNT
26014,5639024,9456.0,PAYU
26015,5639056,1100.0,PAYU
26016,5639060,4.9,DISCOUNT
26017,5639060,44.1,PAYU
26018,5639062,4.9,DISCOUNT
26019,5639062,44.1,PAYU
26020,5639068,7.75,DISCOUNT
26021,5639068,147.25,PAYU
26022,5639130,4.9,DISCOUNT
26023,5639130,44.1,PAYU
26024,5639178,4.9,DISCOUNT
26025,5639178,44.1,PAYU
26026,5639208,4.9,DISCOUNT
26027,5639208,44.1,PAYU
26028,5639230,1070.0,PAYU
26029,5639236,4.9,DISCOUNT
26030,5639236,44.1,PAYU
26031,5639246,4.9,DISCOUNT
26032,5639246,44.1,PAYU
26033,5639248,2.9,DISCOUNT
26034,5639248,26.1,PAYU
26035,5639312,4.9,DISCOUNT
26036,5639312,44.1,PAYU
26037,5639420,12.45,DISCOUNT
26038,5639420,236.55,PAYU
26039,5639480,0.22,DISCOUNT
26040,5639480,10.78,PAYU
26041,5639506,4.9,DISCOUNT
26042,5639506,44.1,PAYU
26043,5639518,50.0,DISCOUNT
26044,5639518,749.0,PAYU
26045,5639552,14.4,DISCOUNT
26046,5639552,129.6,PAYU
26047,5639586,1.0,DISCOUNT
26048,5639586,19.0,PAYU
26049,5639672,14080.0,PAYU
26050,5639686,4.9,DISCOUNT
26051,5639686,44.1,PAYU
26052,5639702,4.9,DISCOUNT
26053,5639702,44.1,PAYU
26054,5639758,6529.71,PAYU
26055,5639762,2.0,DISCOUNT
26056,5639762,98.0,PAYU
26057,5639788,546.03,PAYU
26058,5639798,1.25,DISCOUNT
26059,5639798,23.75,PAYU
26060,5639838,2.12,DISCOUNT
26061,5639838,103.88,PAYU
26062,5639848,4.9,DISCOUNT
26063,5639848,44.1,PAYU
26064,5639860,22.3,DISCOUNT
26065,5639860,200.7,PAYU
26066,5639872,4.9,DISCOUNT
26067,5639872,44.1,PAYU
26068,5639894,4.9,DISCOUNT
26069,5639894,44.1,PAYU
26070,5639954,1500.0,PAYU
26071,5639980,50.0,DISCOUNT
26072,5639980,1320.0,PAYU
26073,5640016,4.9,DISCOUNT
26074,5640016,44.1,PAYU
26075,5640064,22.5,DISCOUNT
26076,5640064,427.5,PAYU
26077,5640074,46.55,DISCOUNT
26078,5640074,418.95,PAYU
26079,5640098,4.9,DISCOUNT
26080,5640098,44.1,PAYU
26081,5640168,4.9,DISCOUNT
26082,5640168,44.1,PAYU
26083,5640186,4.9,DISCOUNT
26084,5640186,44.1,PAYU
26085,5640244,4.9,DISCOUNT
26086,5640244,44.1,PAYU
26087,5640316,50.0,DISCOUNT
26088,5640316,1228.0,PAYU
26089,5640330,7.6,DISCOUNT
26090,5640330,68.4,PAYU
26091,5640344,4.9,DISCOUNT
26092,5640344,44.1,PAYU
26093,5640356,4.9,DISCOUNT
26094,5640356,44.1,PAYU
26095,5640408,4.0,DISCOUNT
26096,5640408,196.0,PAYU
26097,5640418,50.0,DISCOUNT
26098,5640418,3050.0,PAYU
26099,5640432,100.0,DISCOUNT
26100,5640432,1899.0,PAYU
26101,5640464,130.0,PAYU
26102,5640488,50.0,DISCOUNT
26103,5640488,1068.0,PAYU
26104,5640524,4.9,DISCOUNT
26105,5640524,93.1,PAYU
26106,5640542,50.0,DISCOUNT
26107,5640542,496.0,PAYU
26108,5640580,1.92,DISCOUNT
26109,5640580,30.08,PAYU
26110,5640662,4.32,DISCOUNT
26111,5640662,67.68,PAYU
26112,5640696,4.9,DISCOUNT
26113,5640696,44.1,PAYU
26114,5640704,39.9,DISCOUNT
26115,5640704,359.1,PAYU
26116,5640724,4.9,DISCOUNT
26117,5640724,44.1,PAYU
26118,5640730,45.0,DISCOUNT
26119,5640730,855.0,PAYU
26120,5640754,50.0,DISCOUNT
26121,5640754,4950.0,PAYU
26122,5640762,380.0,PAYU
26123,5640782,4.9,DISCOUNT
26124,5640782,44.1,PAYU
26125,5640866,10.0,DISCOUNT
26126,5640866,190.0,PAYU
26127,5640890,42955.85,PAYU
26128,5640916,4.9,DISCOUNT
26129,5640916,44.1,PAYU
26130,5640950,9.85,DISCOUNT
26131,5640950,187.15,PAYU
26132,5640960,1.0,DISCOUNT
26133,5640960,19.0,PAYU
26134,5640966,50.0,DISCOUNT
26135,5640966,499.0,PAYU
26136,5640978,0.85,DISCOUNT
26137,5640978,16.15,PAYU
26138,5641018,4.9,DISCOUNT
26139,5641018,44.1,PAYU
26140,5641026,4.9,DISCOUNT
26141,5641026,44.1,PAYU
26142,5641062,120.61,PAYU
26143,5641072,50.0,DISCOUNT
26144,5641072,1722.0,PAYU
26145,5641118,9.96,DISCOUNT
26146,5641118,488.04,PAYU
26147,5641176,21994.38,PAYU
26148,5641208,4.9,DISCOUNT
26149,5641208,44.1,PAYU
26150,5641228,30.8,DISCOUNT
26151,5641228,277.2,PAYU
26152,5641230,4.9,DISCOUNT
26153,5641230,44.1,PAYU
26154,5641280,14.76,DISCOUNT
26155,5641280,231.24,PAYU
26156,5641290,4.0,DISCOUNT
26157,5641290,196.0,PAYU
26158,5641314,12.0,DISCOUNT
26159,5641314,588.0,PAYU
26160,5641320,34.4,DISCOUNT
26161,5641320,309.6,PAYU
26162,5641336,4.9,DISCOUNT
26163,5641336,44.1,PAYU
26164,5641386,2.5,DISCOUNT
26165,5641386,22.5,PAYU
26166,5641390,2.0,DISCOUNT
26167,5641390,98.0,PAYU
26168,5641412,31.9,DISCOUNT
26169,5641412,287.1,PAYU
26170,5641418,2.2,DISCOUNT
26171,5641418,107.8,PAYU
26172,5641470,8.98,DISCOUNT
26173,5641470,440.02,PAYU
26174,5641496,4.9,DISCOUNT
26175,5641496,44.1,PAYU
26176,5641528,50.0,DISCOUNT
26177,5641528,450.0,PAYU
26178,5641532,3.0,DISCOUNT
26179,5641532,57.0,PAYU
26180,5641592,4.9,DISCOUNT
26181,5641592,44.1,PAYU
26182,5641622,4.9,DISCOUNT
26183,5641622,44.1,PAYU
26184,5641636,1805.06,PAYU
26185,5641654,4980.0,PAYU
26186,5641698,50.0,DISCOUNT
26187,5641698,3100.0,PAYU
26188,5641706,50.0,DISCOUNT
26189,5641706,6950.0,PAYU
26190,5641744,0.252,DISCOUNT
26191,5641744,12.35,PAYU
26192,5641752,20.76,DISCOUNT
26193,5641752,325.24,PAYU
26194,5641800,4.9,DISCOUNT
26195,5641800,44.1,PAYU
26196,5641834,4.9,DISCOUNT
26197,5641834,44.1,PAYU
26198,5641838,4.9,DISCOUNT
26199,5641838,44.1,PAYU
26200,5641888,50.0,DISCOUNT
26201,5641888,549.0,PAYU
26202,5641920,4.9,DISCOUNT
26203,5641920,44.1,PAYU
26204,5641982,50.0,DISCOUNT
26205,5641982,749.0,PAYU
26206,5641998,2.5,DISCOUNT
26207,5641998,47.5,PAYU
26208,5642008,4.9,DISCOUNT
26209,5642008,44.1,PAYU
26210,5642016,2.0,DISCOUNT
26211,5642016,98.0,PAYU
26212,5642032,20.2,DISCOUNT
26213,5642032,383.8,PAYU
26214,5642060,4.9,DISCOUNT
26215,5642060,44.1,PAYU
26216,5642130,59.8,DISCOUNT
26217,5642130,538.2,PAYU
26218,5642176,9240.0,PAYU
26219,5642192,0.2,DISCOUNT
26220,5642192,9.8,PAYU
26221,5642216,0.22,DISCOUNT
26222,5642216,10.78,PAYU
26223,5642230,4.9,DISCOUNT
26224,5642230,44.1,PAYU
26225,5642364,3740.0,PAYU
26226,5642396,50.0,DISCOUNT
26227,5642396,2245.0,PAYU
26228,5642398,22.9,DISCOUNT
26229,5642398,206.1,PAYU
26230,5642414,4.9,DISCOUNT
26231,5642414,44.1,PAYU
26232,5642420,6950.0,PAYU
26233,5642444,24.1,DISCOUNT
26234,5642444,216.9,PAYU
26235,5642454,4.9,DISCOUNT
26236,5642454,44.1,PAYU
26237,5642484,38.98,DISCOUNT
26238,5642484,1910.02,PAYU
26239,5642488,4.9,DISCOUNT
26240,5642488,44.1,PAYU
26241,5642518,2.55,DISCOUNT
26242,5642518,48.45,PAYU
26243,5642544,4.9,DISCOUNT
26244,5642544,44.1,PAYU
26245,5642546,2.12,DISCOUNT
26246,5642546,103.88,PAYU
26247,5642566,5.1,DISCOUNT
26248,5642566,96.9,PAYU
26249,5642590,50.0,DISCOUNT
26250,5642590,949.5,PAYU
26251,5642636,24.8,DISCOUNT
26252,5642636,223.2,PAYU
26253,5642708,4.9,DISCOUNT
26254,5642708,44.1,PAYU
26255,5642718,4.9,DISCOUNT
26256,5642718,44.1,PAYU
26257,5642724,25.0,DISCOUNT
26258,5642724,225.0,PAYU
26259,5642752,4.9,DISCOUNT
26260,5642752,44.1,PAYU
26261,5642764,39.9,DISCOUNT
26262,5642764,359.1,PAYU
26263,5642772,4.9,DISCOUNT
26264,5642772,44.1,PAYU
26265,5642906,5028.09,PAYU
26266,5642950,74.9,DISCOUNT
26267,5642950,674.1,PAYU
26268,5642998,2.9,DISCOUNT
26269,5642998,26.1,PAYU
26270,5643002,19.9,DISCOUNT
26271,5643002,179.1,PAYU
26272,5643036,9.9,DISCOUNT
26273,5643036,89.1,PAYU
26274,5643054,50.0,DISCOUNT
26275,5643054,12350.0,PAYU
26276,5643066,44.44,DISCOUNT
26277,5643066,2177.56,PAYU
26278,5643070,50.0,DISCOUNT
26279,5643070,3320.0,PAYU
26280,5643078,4.9,DISCOUNT
26281,5643078,44.1,PAYU
26282,5643152,4.9,DISCOUNT
26283,5643152,44.1,PAYU
26284,5643208,9.9,DISCOUNT
26285,5643208,89.1,PAYU
26286,5643230,1.0,DISCOUNT
26287,5643230,49.0,PAYU
26288,5643314,4.9,DISCOUNT
26289,5643314,44.1,PAYU
26290,5643340,4.9,DISCOUNT
26291,5643340,44.1,PAYU
26292,5643372,46.55,DISCOUNT
26293,5643372,418.95,PAYU
26294,5643388,30.8,DISCOUNT
26295,5643388,277.2,PAYU
26296,5643396,4020.0,PAYU
26297,5643400,6.12,DISCOUNT
26298,5643400,95.88,PAYU
26299,5643420,2.12,DISCOUNT
26300,5643420,103.88,PAYU
26301,5643472,4.9,DISCOUNT
26302,5643472,44.1,PAYU
26303,5643480,50.0,DISCOUNT
26304,5643480,498.0,PAYU
26305,5643492,16.17,DISCOUNT
26306,5643492,145.53,PAYU
26307,5643516,2.0,DISCOUNT
26308,5643516,98.0,PAYU
26309,5643530,2.9,DISCOUNT
26310,5643530,26.1,PAYU
26311,5643582,4.9,DISCOUNT
26312,5643582,44.1,PAYU
26313,5643672,2309.66,PAYU
26314,5643776,21.711000000000002,DISCOUNT
26315,5643776,412.51,PAYU
26316,5643806,4.9,DISCOUNT
26317,5643806,44.1,PAYU
26318,5643808,4.9,DISCOUNT
26319,5643808,44.1,PAYU
26320,5643826,2000.0,PAYU
26321,5643852,350.0,PAYU
26322,5643894,7.55,DISCOUNT
26323,5643894,143.45,PAYU
26324,5643944,4.9,DISCOUNT
26325,5643944,44.1,PAYU
26326,5643950,22.0,DISCOUNT
26327,5643950,1078.0,PAYU
26328,5643992,0.5,DISCOUNT
26329,5643992,24.5,PAYU
26330,5644002,50.0,DISCOUNT
26331,5644002,700.0,PAYU
26332,5644006,4.9,DISCOUNT
26333,5644006,44.1,PAYU
26334,5644026,2.0,DISCOUNT
26335,5644026,98.0,PAYU
26336,5644100,4.9,DISCOUNT
26337,5644100,44.1,PAYU
26338,5644114,10.0,DISCOUNT
26339,5644114,490.0,PAYU
26340,5644142,562.03,PAYU
26341,5644188,4.9,DISCOUNT
26342,5644188,44.1,PAYU
26343,5644196,14.25,DISCOUNT
26344,5644196,270.75,PAYU
26345,5644206,4.9,DISCOUNT
26346,5644206,44.1,PAYU
26347,5644234,39.9,DISCOUNT
26348,5644234,359.1,PAYU
26349,5644250,4.9,DISCOUNT
26350,5644250,44.1,PAYU
26351,5644258,4.9,DISCOUNT
26352,5644258,44.1,PAYU
26353,5644314,0.2,DISCOUNT
26354,5644314,9.8,PAYU
26355,5644324,5470.0,PAYU
26356,5644620,50.0,DISCOUNT
26357,5644620,450.0,PAYU
26358,5644640,4.9,DISCOUNT
26359,5644640,44.1,PAYU
26360,5644658,546.47,PAYU
26361,5644698,5.5,DISCOUNT
26362,5644698,104.5,PAYU
26363,5644788,5.05,DISCOUNT
26364,5644788,95.95,PAYU
26365,5644790,4.9,DISCOUNT
26366,5644790,44.1,PAYU
26367,5644800,35.0,DISCOUNT
26368,5644800,315.0,PAYU
26369,5644802,25.8,DISCOUNT
26370,5644802,232.2,PAYU
26371,5644844,40.0,DISCOUNT
26372,5644844,760.0,PAYU
26373,5644902,4.9,DISCOUNT
26374,5644902,44.1,PAYU
26375,5644936,27.0,DISCOUNT
26376,5644936,513.0,PAYU
26377,5644948,4.9,DISCOUNT
26378,5644948,44.1,PAYU
26379,5644982,42671.85,PAYU
26380,5645012,7.96,DISCOUNT
26381,5645012,390.04,PAYU
26382,5645120,50.0,DISCOUNT
26383,5645120,4750.0,PAYU
26384,5645130,2830.0,PAYU
26385,5645156,0.4,DISCOUNT
26386,5645156,19.6,PAYU
26387,5645206,47.9,DISCOUNT
26388,5645206,431.1,PAYU
26389,5645238,4.9,DISCOUNT
26390,5645238,44.1,PAYU
26391,5645252,1.5,DISCOUNT
26392,5645252,28.5,PAYU
26393,5645254,0.2,DISCOUNT
26394,5645254,9.8,PAYU
26395,5645360,8.0,DISCOUNT
26396,5645360,392.0,PAYU
26397,5645396,0.4,DISCOUNT
26398,5645396,19.6,PAYU
26399,5645412,26.0,DISCOUNT
26400,5645412,234.0,PAYU
26401,5645524,2.4,DISCOUNT
26402,5645524,45.6,PAYU
26403,5645552,2.0,DISCOUNT
26404,5645552,98.0,PAYU
26405,5645586,4.9,DISCOUNT
26406,5645586,44.1,PAYU
26407,5645676,10.0,DISCOUNT
26408,5645676,190.0,PAYU
26409,5645712,50.0,DISCOUNT
26410,5645712,1085.0,PAYU
26411,5645734,15.18,DISCOUNT
26412,5645734,237.82,PAYU
26413,5645750,4.9,DISCOUNT
26414,5645750,44.1,PAYU
26415,5645758,25.05,DISCOUNT
26416,5645758,475.95,PAYU
26417,5645772,4.9,DISCOUNT
26418,5645772,44.1,PAYU
26419,5645804,5.25,DISCOUNT
26420,5645804,99.75,PAYU
26421,5645810,45.0,DISCOUNT
26422,5645810,405.0,PAYU
26423,5645852,4.9,DISCOUNT
26424,5645852,44.1,PAYU
26425,5645956,4.9,DISCOUNT
26426,5645956,44.1,PAYU
26427,5646052,4.9,DISCOUNT
26428,5646052,44.1,PAYU
26429,5646086,35606.85,PAYU
26430,5646128,9577.09,PAYU
26431,5646168,25.6,DISCOUNT
26432,5646168,230.4,PAYU
26433,5646190,0.55,DISCOUNT
26434,5646190,10.45,PAYU
26435,5646192,13.8,DISCOUNT
26436,5646192,262.2,PAYU
26437,5646348,10.0,DISCOUNT
26438,5646348,190.0,PAYU
26439,5646358,4.9,DISCOUNT
26440,5646358,44.1,PAYU
26441,5646366,18.8,DISCOUNT
26442,5646366,921.2,PAYU
26443,5646430,38.26,DISCOUNT
26444,5646430,1874.74,PAYU
26445,5646452,20.76,DISCOUNT
26446,5646452,325.24,PAYU
26447,5646462,1.5,DISCOUNT
26448,5646462,28.5,PAYU
26449,5646512,8.0,DISCOUNT
26450,5646512,392.0,PAYU
26451,5646574,9724.09,PAYU
26452,5646612,2.02,DISCOUNT
26453,5646612,98.98,PAYU
26454,5646618,2.5,DISCOUNT
26455,5646618,47.5,PAYU
26456,5646630,0.75,DISCOUNT
26457,5646630,14.25,PAYU
26458,5646638,50.0,DISCOUNT
26459,5646638,3399.0,PAYU
26460,5646666,20000.0,PAYU
26461,5646714,4.9,DISCOUNT
26462,5646714,44.1,PAYU
26463,5646822,9100.0,PAYU
26464,5646872,3000.0,PAYU
26465,5646874,4.9,DISCOUNT
26466,5646874,44.1,PAYU
26467,5646900,1.35,DISCOUNT
26468,5646900,25.65,PAYU
26469,5646926,4670.0,PAYU
26470,5646934,3000.0,PAYU
26471,5647006,2.5,DISCOUNT
26472,5647006,47.5,PAYU
26473,5647112,50.0,DISCOUNT
26474,5647112,2450.0,PAYU
26475,5647152,4.9,DISCOUNT
26476,5647152,44.1,PAYU
26477,5647228,2.5,DISCOUNT
26478,5647228,47.5,PAYU
26479,5647238,5.0,DISCOUNT
26480,5647238,95.0,PAYU
26481,5647306,10.0,DISCOUNT
26482,5647306,190.0,PAYU
26483,5647312,100.0,DISCOUNT
26484,5647312,2898.0,PAYU
26485,5647322,2460.0,PAYU
26486,5647340,4.9,DISCOUNT
26487,5647340,44.1,PAYU
26488,5647388,4390.0,PAYU
26489,5647532,4.9,DISCOUNT
26490,5647532,44.1,PAYU
26491,5647580,3330.0,PAYU
26492,5647602,0.4,DISCOUNT
26493,5647602,19.6,PAYU
26494,5647690,2.0,DISCOUNT
26495,5647690,98.0,PAYU
26496,5647696,4.9,DISCOUNT
26497,5647696,44.1,PAYU
26498,5647698,4.9,DISCOUNT
26499,5647698,44.1,PAYU
26500,5647762,4.9,DISCOUNT
26501,5647762,44.1,PAYU
26502,5647846,4.9,DISCOUNT
26503,5647846,44.1,PAYU
26504,5647926,69.9,DISCOUNT
26505,5647926,629.1,PAYU
26506,5647960,4.9,DISCOUNT
26507,5647960,44.1,PAYU
26508,5648000,4.9,DISCOUNT
26509,5648000,44.1,PAYU
26510,5648060,10289.32,PAYU
26511,5648112,4.9,DISCOUNT
26512,5648112,44.1,PAYU
26513,5648184,430.0,PAYU
26514,5648212,1.6,DISCOUNT
26515,5648212,78.4,PAYU
26516,5648214,13.45,DISCOUNT
26517,5648214,255.55,PAYU
26518,5648236,2.0,DISCOUNT
26519,5648236,98.0,PAYU
26520,5648280,9.12,DISCOUNT
26521,5648280,142.88,PAYU
26522,5648290,79.9,DISCOUNT
26523,5648290,719.1,PAYU
26524,5648302,9.9,DISCOUNT
26525,5648302,89.1,PAYU
26526,5648336,72.5,DISCOUNT
26527,5648336,652.5,PAYU
26528,5648364,4.9,DISCOUNT
26529,5648364,44.1,PAYU
26530,5648410,4.9,DISCOUNT
26531,5648410,44.1,PAYU
26532,5648482,0.4,DISCOUNT
26533,5648482,19.6,PAYU
26534,5648508,4.9,DISCOUNT
26535,5648508,44.1,PAYU
26536,5648510,6.0,DISCOUNT
26537,5648510,294.0,PAYU
26538,5648574,1.0,DISCOUNT
26539,5648574,49.0,PAYU
26540,5648652,6820.0,PAYU
26541,5648690,12.0,DISCOUNT
26542,5648690,108.0,PAYU
26543,5648860,100.0,DISCOUNT
26544,5648860,1536.0,PAYU
26545,5648872,2.2,DISCOUNT
26546,5648872,41.8,PAYU
26547,5648944,4.9,DISCOUNT
26548,5648944,44.1,PAYU
26549,5649068,4.9,DISCOUNT
26550,5649068,44.1,PAYU
26551,5649104,36.0,DISCOUNT
26552,5649104,324.0,PAYU
26553,5649124,5.0,DISCOUNT
26554,5649124,95.0,PAYU
26555,5649220,1.92,DISCOUNT
26556,5649220,30.08,PAYU
26557,5649268,35.55,DISCOUNT
26558,5649268,675.45,PAYU
26559,5649312,4.0,DISCOUNT
26560,5649312,76.0,PAYU
26561,5649344,50.0,DISCOUNT
26562,5649344,488.0,PAYU
26563,5649456,50.0,DISCOUNT
26564,5649456,1050.0,PAYU
26565,5649506,2.2,DISCOUNT
26566,5649506,41.8,PAYU
26567,5649540,46.8,DISCOUNT
26568,5649540,2293.2,PAYU
26569,5649542,4.9,DISCOUNT
26570,5649542,44.1,PAYU
26571,5649548,50.0,DISCOUNT
26572,5649548,533.0,PAYU
26573,5649684,5.0,DISCOUNT
26574,5649684,95.0,PAYU
26575,5649716,7.5,DISCOUNT
26576,5649716,142.5,PAYU
26577,5649910,25.2,DISCOUNT
26578,5649910,478.8,PAYU
26579,5649924,33.3,DISCOUNT
26580,5649924,299.7,PAYU
26581,5649938,2.5,DISCOUNT
26582,5649938,47.5,PAYU
26583,5649960,4.9,DISCOUNT
26584,5649960,44.1,PAYU
26585,5649974,5.0,DISCOUNT
26586,5649974,95.0,PAYU
26587,5650018,1.15,DISCOUNT
26588,5650018,21.85,PAYU
26589,5650048,4.9,DISCOUNT
26590,5650048,44.1,PAYU
26591,5650134,9.9,DISCOUNT
26592,5650134,188.1,PAYU
26593,5650210,34.65,DISCOUNT
26594,5650210,658.35,PAYU
26595,5650254,5.0,DISCOUNT
26596,5650254,95.0,PAYU
26597,5650256,50.0,DISCOUNT
26598,5650256,760.0,PAYU
26599,5650280,902.53,PAYU
26600,5650334,6.12,DISCOUNT
26601,5650334,95.88,PAYU
26602,5650378,4.9,DISCOUNT
26603,5650378,44.1,PAYU
26604,5650402,3.5,DISCOUNT
26605,5650402,66.5,PAYU
26606,5650424,2.2,DISCOUNT
26607,5650424,41.8,PAYU
26608,5650442,50.0,DISCOUNT
26609,5650442,649.0,PAYU
26610,5650500,4.9,DISCOUNT
26611,5650500,44.1,PAYU
26612,5650522,4.9,DISCOUNT
26613,5650522,44.1,PAYU
26614,5650588,4.9,DISCOUNT
26615,5650588,44.1,PAYU
26616,5650608,3.6,DISCOUNT
26617,5650608,32.4,PAYU
26618,5650610,0.5,DISCOUNT
26619,5650610,9.5,PAYU
26620,5650672,12320.0,PAYU
26621,5650722,4.9,DISCOUNT
26622,5650722,44.1,PAYU
26623,5650750,2.7,DISCOUNT
26624,5650750,132.3,PAYU
26625,5650774,4.9,DISCOUNT
26626,5650774,44.1,PAYU
26627,5650848,0.24,DISCOUNT
26628,5650848,11.76,PAYU
26629,5651010,33.75,DISCOUNT
26630,5651010,641.25,PAYU
26631,5651024,27.0,DISCOUNT
26632,5651024,513.0,PAYU
26633,5651062,2.12,DISCOUNT
26634,5651062,103.88,PAYU
26635,5651114,4.0,DISCOUNT
26636,5651114,196.0,PAYU
26637,5651134,8.54,DISCOUNT
26638,5651134,418.46,PAYU
26639,5651156,945.9,PAYU
26640,5651216,7.5,DISCOUNT
26641,5651216,142.5,PAYU
26642,5651236,4.9,DISCOUNT
26643,5651236,44.1,PAYU
26644,5651304,420.03,PAYU
26645,5651320,50.0,DISCOUNT
26646,5651320,660.0,PAYU
26647,5651350,48.3,DISCOUNT
26648,5651350,434.7,PAYU
26649,5651398,4.9,DISCOUNT
26650,5651398,44.1,PAYU
26651,5651404,2.0,DISCOUNT
26652,5651404,98.0,PAYU
26653,5651452,4.9,DISCOUNT
26654,5651452,44.1,PAYU
26655,5651538,4.9,DISCOUNT
26656,5651538,44.1,PAYU
26657,5651564,50.0,PAYU
26658,5651692,4.9,DISCOUNT
26659,5651692,44.1,PAYU
26660,5651780,4.9,DISCOUNT
26661,5651780,44.1,PAYU
26662,5651786,14.75,DISCOUNT
26663,5651786,280.25,PAYU
26664,5651822,4.9,DISCOUNT
26665,5651822,44.1,PAYU
26666,5651836,1.5,DISCOUNT
26667,5651836,28.5,PAYU
26668,5651902,2.8,DISCOUNT
26669,5651902,53.2,PAYU
26670,5651954,50.0,DISCOUNT
26671,5651954,1426.0,PAYU
26672,5652002,3673.82,PAYU
26673,5652082,1.3,DISCOUNT
26674,5652082,24.7,PAYU
26675,5652154,2.8,DISCOUNT
26676,5652154,137.2,PAYU
26677,5652168,1.0,DISCOUNT
26678,5652168,19.0,PAYU
26679,5652236,1.5,DISCOUNT
26680,5652236,28.5,PAYU
26681,5652322,2.12,DISCOUNT
26682,5652322,103.88,PAYU
26683,5652346,3.05,DISCOUNT
26684,5652346,57.95,PAYU
26685,5652366,5.5,DISCOUNT
26686,5652366,104.5,PAYU
26687,5652486,509.25,PAYU
26688,5652526,4.9,DISCOUNT
26689,5652526,44.1,PAYU
26690,5652586,21.1,DISCOUNT
26691,5652586,400.9,PAYU
26692,5652624,35.0,DISCOUNT
26693,5652624,315.0,PAYU
26694,5652638,93.94,PAYU
26695,5652648,4.9,DISCOUNT
26696,5652648,44.1,PAYU
26697,5652810,12.06,DISCOUNT
26698,5652810,188.94,PAYU
26699,5652886,3.0,DISCOUNT
26700,5652886,57.0,PAYU
26701,5652890,93.94,PAYU
26702,5652912,85.71,PAYU
26703,5653048,7620.0,PAYU
26704,5653050,50.0,DISCOUNT
26705,5653050,8858.0,PAYU
26706,5653114,50.0,DISCOUNT
26707,5653114,1550.0,PAYU
26708,5653146,45.0,DISCOUNT
26709,5653146,405.0,PAYU
26710,5653262,3.6,DISCOUNT
26711,5653262,32.4,PAYU
26712,5653290,670.03,PAYU
26713,5653358,11.1,DISCOUNT
26714,5653358,210.9,PAYU
26715,5653416,50.0,DISCOUNT
26716,5653416,3278.75,PAYU
26717,5653420,1.94,DISCOUNT
26718,5653420,95.06,PAYU
26719,5653456,3106.09,PAYU
26720,5653500,17.55,DISCOUNT
26721,5653500,333.45,PAYU
26722,5653510,1.65,DISCOUNT
26723,5653510,31.35,PAYU
26724,5653542,22.0,DISCOUNT
26725,5653542,198.0,PAYU
26726,5653558,15.6,DISCOUNT
26727,5653558,140.4,PAYU
26728,5653560,4.9,DISCOUNT
26729,5653560,44.1,PAYU
26730,5653636,50.0,DISCOUNT
26731,5653636,549.0,PAYU
26732,5653666,4.9,DISCOUNT
26733,5653666,44.1,PAYU
26734,5653806,17.5,DISCOUNT
26735,5653806,332.5,PAYU
26736,5653842,9.12,DISCOUNT
26737,5653842,82.08,PAYU
26738,5653858,4.9,DISCOUNT
26739,5653858,44.1,PAYU
26740,5653870,27.4,DISCOUNT
26741,5653870,246.6,PAYU
26742,5653926,9.96,DISCOUNT
26743,5653926,488.04,PAYU
26744,5654006,19.0,DISCOUNT
26745,5654006,171.0,PAYU
26746,5654050,50.0,DISCOUNT
26747,5654050,1153.0,PAYU
26748,5654080,11.6,DISCOUNT
26749,5654080,568.4,PAYU
26750,5654092,27.0,DISCOUNT
26751,5654092,513.0,PAYU
26752,5654110,4.9,DISCOUNT
26753,5654110,44.1,PAYU
26754,5654112,50.0,DISCOUNT
26755,5654112,750.0,PAYU
26756,5654126,303.53,PAYU
26757,5654240,622.19,PAYU
26758,5654310,6.98,DISCOUNT
26759,5654310,342.02,PAYU
26760,5654314,30.0,DISCOUNT
26761,5654314,522.0,PAYU
26762,5654352,50.0,DISCOUNT
26763,5654352,34950.0,PAYU
26764,5654474,50.0,DISCOUNT
26765,5654474,510.0,PAYU
26766,5654480,4.9,DISCOUNT
26767,5654480,44.1,PAYU
26768,5654494,2.82,DISCOUNT
26769,5654494,44.18,PAYU
26770,5654510,30.0,DISCOUNT
26771,5654510,1470.0,PAYU
26772,5654608,2.9,DISCOUNT
26773,5654608,26.1,PAYU
26774,5654644,19.4,DISCOUNT
26775,5654644,368.6,PAYU
26776,5654684,4.9,DISCOUNT
26777,5654684,44.1,PAYU
26778,5654686,4.08,DISCOUNT
26779,5654686,63.92,PAYU
26780,5654688,24.8,DISCOUNT
26781,5654688,223.2,PAYU
26782,5654700,4.9,DISCOUNT
26783,5654700,44.1,PAYU
26784,5654788,4990.0,PAYU
26785,5654816,1.8,DISCOUNT
26786,5654816,28.2,PAYU
26787,5654866,21.0,DISCOUNT
26788,5654866,189.0,PAYU
